,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,duration_ms,time_signature,song,artist,WeekID
0IGXkVRn0uCsgn4FvIfpgB,0.49,0.884,8.0,-4.533,0.0,0.0428,0.000514,0.00177,0.27,0.254,132.978,audio_features,396440.0,4.0,The Unforgiven II,Metallica,1998-04-11
0IMS1Za69G3KHMX4liB2Nr,0.559,0.78,9.0,-6.597,1.0,0.0328,0.158,6.89e-06,0.0793,0.964,98.661,audio_features,139280.0,4.0,Hello Mary Lou,Ricky Nelson,1961-05-06
0INUE1K7cEiE8VH63Rv5RJ,0.546,0.971,5.0,-2.661,0.0,0.0965,0.000823,2.11e-05,0.275,0.383,100.078,audio_features,216427.0,4.0,Happy?,Mudvayne,2005-05-07
0INtJm8gCJKtNaAYQNVlpZ,0.811,0.428,7.0,-10.728,1.0,0.221,0.0122,0.317,0.344,0.653,80.962,audio_features,277893.0,4.0,"You Don't Love Me (No, No, No)",Dawn Penn,1994-03-05
0IR0Gxgnn4zHeNlrqY8iVp,0.375,0.669,0.0,-7.424,1.0,0.0435,0.692,0.0,0.263,0.698,103.769,audio_features,124333.0,4.0,Chapel In The Moonlight,The Bachelors,1965-11-06
0ITpSCNjLUPmDvUYJG2tG6,0.488,0.445,5.0,-8.123,1.0,0.0241,0.608,3.69e-05,0.16,0.246,70.084,audio_features,233507.0,4.0,Rose Bouquet,Phil Vassar,2001-05-12
0IXsuUvkB7epjAaL5nFqZn,0.38,0.321,10.0,-15.504,1.0,0.0359,0.595,0.003,0.0914,0.448,106.146,audio_features,173373.0,3.0,"Mother Nature, Father Time",Brook Benton,1965-11-20
0Idxq1IPvjjctgd7lRxSBh,0.496,0.464,3.0,-9.221,1.0,0.0665,0.809,7.42e-05,0.705,0.625,152.614,audio_features,271013.0,4.0,Redneck Friend,Jackson Browne,1973-10-06
0Ifdz8UB0BV0ky73ezJTkv,0.62,0.103,0.0,-24.071,1.0,0.0569,0.257,0.807,0.167,0.791,109.301,audio_features,192360.0,4.0,To Susan On The West Coast Waiting,Donovan,1969-02-15
0IhHkW1fnUSMEcLSHmKhrJ,0.609,0.551,6.0,-7.93,1.0,0.0291,0.0233,0.0,0.234,0.512,127.956,audio_features,256040.0,4.0,Tell Me What You Want Me To Do,Tevin Campbell,1992-02-29
0IhUdJRoolbYeEMPL59XPm,0.263,0.759,0.0,-7.288,1.0,0.0431,0.0555,0.0,0.231,0.429,179.904,audio_features,284496.0,4.0,Is This Love,Whitesnake,1987-10-31
0IkKz2J93C94Ei4BvDop7P,0.75,0.727,5.0,-4.21,0.0,0.142,0.0189,0.0,0.266,0.359,129.993,audio_features,262173.0,4.0,Sorry For Party Rocking,LMFAO,2012-04-21
0IpJnRaW6HylU6q0SjwDgl,0.889,0.676,1.0,-5.205,1.0,0.238,0.073,0.0,0.0824,0.617,115.047,audio_features,212547.0,4.0,Shawty Get Loose,Lil Mama ,2008-04-05
0IpfTMKENGLJcULkMnU8Rb,0.607,0.643,5.0,-11.493,1.0,0.0435,0.177,0.000153,0.118,0.715,164.256,audio_features,321573.0,4.0,Everytime You Go Away,Paul Young,1985-05-18
0Ix1999mTT1A3TF6Bywgv5,0.578,0.751,9.0,-7.803,1.0,0.0366,0.147,0.000499,0.627,0.684,137.023,audio_features,248933.0,4.0,Coming Up (Live At Glasgow),Paul McCartney And Wings,1980-08-16
0IxxqsYBcCHEQ1HqLYJnwx,0.702,0.447,7.0,-10.122,1.0,0.0308,0.366,0.0,0.153,0.944,93.02,audio_features,150373.0,4.0,Act Naturally,The Beatles,1965-10-09
0IyGPlGWkWZubMgC3qdBWz,0.668,0.616,5.0,-10.84,0.0,0.0669,0.176,0.0,0.945,0.61,121.727,audio_features,310800.0,4.0,Feenin',Jodeci,1994-03-19
0J1Wfjo9H3R62yaCuuNDZX,0.547,0.832,0.0,-3.752,1.0,0.0808,0.229,0.0,0.306,0.771,78.209,audio_features,215333.0,4.0,So Yesterday,Hilary Duff,2003-11-29
0J3MfW6wwIBqC4zjp5AbQL,0.571,0.784,11.0,-6.396,1.0,0.0352,0.0175,0.0,0.19,0.462,105.973,audio_features,255493.0,4.0,Shattered (Turn The Car Around),O.A.R.,2008-12-13
0J3nckOfR9lwUdGdsPnXUX,0.624,0.869,10.0,-8.394,1.0,0.0381,0.149,0.0,0.105,0.887,104.813,audio_features,169213.0,4.0,Shaggy Dog,Mickey Lee Lane,1964-10-17
0J50Q2cDZtUP3hXIJTddpa,0.414,0.708,9.0,-9.887,1.0,0.0466,0.559,3.88e-05,0.34,0.718,165.222,audio_features,185213.0,4.0,Tapioca Tundra,The Monkees,1968-03-23
0J5kd9jgMcrpeVBejyO0Z9,0.759,0.51,5.0,-11.097,0.0,0.0857,0.43,0.744,0.0744,0.657,97.442,audio_features,165360.0,4.0,Manhattan Spiritual,Reg Owen & His Orchestra,1958-12-13
0J6dezPhTa0ePaN87kphCs,0.585,0.42,5.0,-8.817,1.0,0.0531,0.743,6.2e-06,0.276,0.512,80.136,audio_features,182493.0,4.0,What's Your Mama's Name,Tanya Tucker,1973-06-02
0JBvtprXP2Z0LP3jmzA7Xp,0.619,0.625,7.0,-9.635,1.0,0.036,0.0119,1.05e-06,0.152,0.467,96.751,audio_features,181307.0,4.0,Baby You're A Rich Man,The Beatles,1967-08-12
0JCAezTC5IlK1a9o0YBEsD,0.731,0.355,8.0,-12.741,1.0,0.0603,0.00864,5.14e-05,0.0579,0.529,175.72,audio_features,258467.0,4.0,Don't Take It Personal (Just One Of Dem Days),Monica,1995-05-27
0JFEn4sPozptBShOuqMQVs,0.312,0.939,0.0,-9.074,1.0,0.0654,0.0395,8.23e-06,0.123,0.709,175.2,audio_features,161507.0,4.0,Jim Dandy,Black Oak Arkansas,1973-12-22
0JIQT0Yg65DXaEa9UbDTXo,0.488,0.686,0.0,-8.138,0.0,0.032,0.629,0.0,0.341,0.797,77.322,audio_features,162733.0,4.0,Where Were You (On Our Wedding Day)?,Lloyd Price,1959-03-07
0JLs1fUzd5SxyCB9WyICpb,0.543,0.798,4.0,-11.504,1.0,0.0281,0.116,0.0591,0.282,0.866,143.051,audio_features,242693.0,4.0,Rush Hour,Jane Wiedlin,1988-06-25
0JN7vUgUolHGHFrOR8xk7S,0.436,0.39,1.0,-9.62,0.0,0.0326,0.557,0.0,0.12,0.119,125.313,audio_features,272893.0,4.0,When You Believe,Whitney Houston & Mariah Carey,1998-12-12
0JNdS1n0ifOP25XvhwAMgM,0.581,0.772,9.0,-6.544,1.0,0.0401,0.000343,0.0191,0.11,0.361,127.952,audio_features,320587.0,4.0,The Edge Of Glory,Lady Gaga,2011-07-16
0JP9xo3adEtGSdUEISiszL,0.921,0.537,9.0,-5.723,0.0,0.0804,0.556,0.00404,0.102,0.711,128.009,audio_features,135090.0,4.0,Moonlight,XXXTENTACION,2018-04-07
0JRMshIEUsrCzB9l70fGod,0.663,0.491,5.0,-11.949,1.0,0.0272,0.577,0.000529,0.158,0.894,119.242,audio_features,150000.0,4.0,On The Way Home,The Buffalo Springfield,1968-10-19
0JTNio1Klxb7fwUrj1ePlU,0.715,0.569,11.0,-8.096,0.0,0.0464,0.013,0.0,0.0389,0.801,98.03,audio_features,210000.0,4.0,Keep It In The Family,Leon Haywood,1974-03-30
0JVeSuoJzA8O8zbkZmZMPT,0.656,0.733,9.0,-6.87,1.0,0.031,0.425,0.0,0.0712,0.437,104.999,audio_features,302693.0,4.0,Only Love (The Ballad Of Sleeping Beauty),Sophie B. Hawkins,1996-03-09
0JXXNGljqupsJaZsgSbMZV,0.684,0.603,11.0,-8.127,0.0,0.0989,0.0275,0.000311,0.191,0.504,81.0,audio_features,195373.0,4.0,All I Want Is You,Miguel ,2010-12-11
0JcKdUGNR7zI4jJDLyYXbi,0.702,0.795,1.0,-4.764,1.0,0.0568,0.329,0.0,0.0505,0.836,83.961,audio_features,247587.0,4.0,Stuck Like Glue,Sugarland,2010-12-04
0Jg602cHeMCnPez9baacIe,0.738,0.937,9.0,-7.788,0.0,0.0668,0.0124,0.00206,0.0338,0.614,131.994,audio_features,193827.0,4.0,Cotton Eye Joe,Rednex,1995-04-29
0JgmNbOGbwQ1gIYXOthuM3,0.642,0.51,4.0,-10.207,1.0,0.0259,0.217,0.0,0.291,0.49,99.179,audio_features,259627.0,4.0,Time And Chance,Color Me Badd,1993-11-06
0Jh9EBGN205Yc7JN2zZ2f1,0.607,0.936,4.0,-3.071,1.0,0.033,0.0121,0.0418,0.309,0.517,117.303,audio_features,265960.0,4.0,Bigger Than My Body,John Mayer,2003-12-13
0JjMXxzPJ221NcAO3GmFdj,0.602,0.821,2.0,-8.844,1.0,0.0332,0.191,0.0,0.265,0.493,126.085,audio_features,251693.0,4.0,Love U More,Sunscreem,1993-03-06
0JkIre0YxNmKGMU5V7ZiDx,0.651,0.433,7.0,-12.843,1.0,0.059,0.134,7.37e-06,0.146,0.676,91.483,audio_features,258733.0,4.0,Coward Of The County,Kenny Rogers,1980-01-05
0JlkEyWnAv3nUbe2oI8pNX,0.391,0.467,10.0,-9.17,1.0,0.0292,0.252,9.58e-06,0.123,0.223,158.264,audio_features,263893.0,4.0,I Just Can't Walk Away,Four Tops,1983-10-29
0JnTvHfPhROn64O0YJjUy4,0.725,0.747,7.0,-8.658,1.0,0.0342,0.000968,0.00312,0.0492,0.638,116.129,audio_features,554133.0,4.0,Do You Want It Right Now,Degrees Of Motion,1992-03-14
0Jp09OKyRNJvhm3AcQ1G2G,0.629,0.573,9.0,-10.114,1.0,0.0349,0.319,2.54e-06,0.398,0.632,111.008,audio_features,251547.0,4.0,"Girl, Don't Let It Get You Down",The O'Jays,1980-08-30
0Jp5bX377JO5GEfgffWHnU,0.504,0.762,2.0,-5.091,1.0,0.0563,0.409,0.00261,0.36,0.856,136.929,audio_features,165453.0,4.0,He's Sure The Boy I Love,The Crystals,1963-01-05
0Jq7kVcsOi4lEmw5oQeWqO,0.828,0.689,5.0,-7.963,1.0,0.0363,0.165,0.00272,0.0637,0.917,108.832,audio_features,192187.0,4.0,Just One Look,Linda Ronstadt,1979-02-17
0JqxyTTIwPtwU9BZnySZGo,0.394,0.448,2.0,-7.887,1.0,0.0291,0.376,0.00101,0.13,0.145,144.788,audio_features,327640.0,4.0,Out Of Tears,The Rolling Stones,1994-12-24
0JyfYLKuXRmPhMkIPVstu5,0.721,0.723,4.0,-4.429,0.0,0.239,0.0101,0.00108,0.4,0.542,94.744,audio_features,221427.0,4.0,I'm Not A Player,Big Punisher,1997-11-08
0K1KOCeJBj3lpDYxEX9qP2,0.582,0.882,2.0,-4.256,1.0,0.0355,0.00189,1.03e-05,0.32,0.507,107.034,audio_features,228840.0,4.0,Sleeping With A Friend,Neon Trees,2014-03-22
0K3i1MJwU4v0Aq0VdYZnPg,0.625,0.76,4.0,-5.591,0.0,0.0388,0.0614,0.0,0.116,0.697,136.541,audio_features,175160.0,4.0,Bus Stop,The Hollies,1966-09-10
0K4019RRyJNxDgsbm0lUXe,0.727,0.159,0.0,-17.574,1.0,0.0751,0.354,7.98e-05,0.0853,0.431,95.551,audio_features,177267.0,3.0,If Somebody Told You,Anna King,1964-01-11
0K6yUnIKNsFtfIpTgGtcHm,0.581,0.854,1.0,-8.485,0.0,0.0428,0.00197,0.0013,0.111,0.788,131.18,audio_features,259840.0,4.0,Limelight,Rush,1981-03-21
0K7XjmTNFwQ2qwHn4MjlDx,0.674,0.897,8.0,-3.053,1.0,0.259,0.181,0.0,0.195,0.525,91.194,audio_features,235907.0,4.0,No Better Love,Young Gunz ,2004-02-07
0K8IE7T2KRMuYqjCWlvzbc,0.21,0.349,2.0,-10.531,0.0,0.0289,0.971,9.77e-05,0.322,0.321,172.518,audio_features,143853.0,3.0,It's Unbelievable,The Larks,1961-03-11
0KAiuUOrLTIkzkpfpn9jb9,0.765,0.837,1.0,-3.113,0.0,0.032,0.00107,1.06e-05,0.0801,0.721,122.028,audio_features,195973.0,4.0,Drive By,Train,2012-02-04
0KCqnp2X6vuGNaeFT8bIwV,0.701,0.542,9.0,-12.58,0.0,0.0568,0.00123,0.000903,0.0255,0.333,120.496,audio_features,463880.0,4.0,Love Pains,Yvonne Elliman,1979-10-20
0KDc8l4VNTu6OkMYK9D7HC,0.773,0.917,0.0,-7.333,1.0,0.037,0.184,0.00463,0.116,0.946,139.872,audio_features,230760.0,4.0,Serpentine Fire,"Earth, Wind & Fire",1978-02-18
0KGZzYTmH3lfpSKOcjnOkp,0.674,0.773,8.0,-6.002,1.0,0.288,0.00694,0.0,0.312,0.506,78.001,audio_features,267720.0,4.0,Give Me That,Webbie ,2005-05-14
0KHLV5TPrJBlOjBWdFwZYB,0.557,0.271,10.0,-19.707,1.0,0.0409,0.788,0.364,0.0847,0.709,134.565,audio_features,157387.0,3.0,I Take It Back,Sandy Posey,1967-06-17
0KKkJNfGyhkQ5aFogxQAPU,0.853,0.56,1.0,-4.961,1.0,0.0406,0.013,0.0,0.0944,0.86,134.066,audio_features,206693.0,4.0,That's What I Like,Bruno Mars,2017-04-29
0KMZsxJalrqyJSWghlpPmb,0.59,0.559,5.0,-8.916,1.0,0.0269,0.158,3.96e-06,0.361,0.311,114.327,audio_features,257800.0,4.0,Come In Out Of The Rain,Wendy Moten,1993-05-01
0KOE1hat4SIer491XKk4Pa,0.212,0.42,10.0,-9.919,1.0,0.0344,0.76,0.0,0.307,0.493,169.555,audio_features,191160.0,3.0,Good News,Sam Cooke,1964-02-01
0KSHmjK7OFtGocvbo7NZNO,0.754,0.484,10.0,-9.196,1.0,0.0609,0.803,9.02e-06,0.0989,0.801,82.761,audio_features,107280.0,4.0,Five Feet High And Rising,Johnny Cash,1959-09-19
0Kb1OykZK7OYNqQ58KZ0rj,0.645,0.6,0.0,-7.948,1.0,0.238,0.0661,0.0,0.101,0.701,135.593,audio_features,143133.0,4.0,Party Lights,Claudine Clark,1962-08-18
0KbNyJFUpNHhzCRFlrMPSE,0.707,0.645,11.0,-9.236,0.0,0.0329,0.327,0.00102,0.0523,0.637,132.373,audio_features,275293.0,4.0,That Girl Could Sing,Jackson Browne,1980-11-08
0KhXVmAN4sqeEgsqRd39f2,0.702,0.458,0.0,-8.195,1.0,0.035,0.247,1.64e-06,0.126,0.678,89.271,audio_features,269173.0,4.0,You Used To Love Me,Faith Evans,1995-07-08
0KhiesN7gLBPEQhKsBmrI1,0.542,0.44,10.0,-11.161,0.0,0.0257,0.267,2.48e-06,0.147,0.341,78.325,audio_features,262413.0,4.0,Foolish Beat,Debbie Gibson,1988-04-30
0KlJjhnfwAnPacNd7EH45J,0.613,0.801,7.0,-5.165,1.0,0.0352,0.133,0.0,0.545,0.691,149.258,audio_features,218933.0,4.0,Always Something There To Remind Me,Naked Eyes,1983-07-02
0KlahhzNb98zyN83Vwae0l,0.557,0.783,6.0,-4.893,0.0,0.234,0.0171,0.0172,0.151,0.442,177.008,audio_features,255360.0,4.0,Untouched,The Veronicas,2008-12-20
0KnD456yC5JuweN932Ems3,0.697,0.182,7.0,-12.586,1.0,0.0357,0.78,0.0,0.126,0.474,82.184,audio_features,158000.0,3.0,I'll Never Be Free,Kay Starr,1961-06-24
0KnWFe8LmBjEMbmvBjqXi1,0.72,0.532,8.0,-17.31,1.0,0.0471,0.0003,0.00142,0.0507,0.526,120.271,audio_features,226013.0,4.0,Don't Lose The Magic,Shawn Christopher,1992-04-18
0KoG4SiY7FVLRkefUQof8I,0.613,0.975,7.0,-5.076,1.0,0.158,0.193,0.104,0.274,0.452,122.135,audio_features,192227.0,4.0,Lover Come Back To Me,Dead Or Alive,1985-09-28
0KqHIDBKGXOczq7lbHBCyw,0.804,0.254,3.0,-15.79,1.0,0.0411,0.588,0.0,0.0588,0.875,117.287,audio_features,174867.0,4.0,Hold On! I'm A Comin',Sam & Dave,1966-04-30
0KqyBk4aVT88TEqBIC8mAP,0.582,0.829,2.0,-5.688,1.0,0.0465,0.000517,0.0,0.266,0.867,130.969,audio_features,197800.0,4.0,Girl All The Bad Guys Want,Bowling For Soup,2003-04-05
0KyYrq0cy5Tqy0u56aDU7h,0.855,0.422,5.0,-13.883,1.0,0.0379,0.464,0.912,0.0873,0.907,126.58,audio_features,320253.0,4.0,Put It Where You Want It,The Crusaders,1972-09-02
0L0T4tMAaGqLgIVj1MOj9t,0.689,0.333,3.0,-13.288,1.0,0.0262,0.163,3.36e-05,0.0853,0.284,101.988,audio_features,336667.0,4.0,Father Figure,George Michael,1988-01-23
0L4YCNRfXAoTvdpWeH2RGj,0.467,0.532,7.0,-8.277,1.0,0.0271,0.199,3.33e-06,0.24,0.321,78.748,audio_features,237613.0,4.0,Begin Again,Taylor Swift,2013-01-05
0L6d8fvp7Sx6J9pwsCGDsv,0.634,0.677,10.0,-9.426,1.0,0.0298,0.0308,1.46e-06,0.245,0.579,110.068,audio_features,269627.0,4.0,This Is The World Calling,Bob Geldof,1986-12-20
0L8nLcu8DFkeGRndyV6xtP,0.546,0.26,7.0,-16.947,1.0,0.0499,0.896,0.0171,0.353,0.769,110.315,audio_features,147530.0,4.0,It's Just A House Without You,Brook Benton,1961-10-07
0LBtQiEVfP4ysLQ43Do8uN,0.543,0.384,8.0,-15.018,1.0,0.0307,0.242,1.16e-06,0.266,0.407,128.768,audio_features,259507.0,4.0,Hands To Heaven,Breathe,1988-04-23
0LG2cFomCi8Fb664Lvr3Nu,0.547,0.804,6.0,-5.268,1.0,0.0361,0.00738,0.0,0.0308,0.666,142.016,audio_features,197053.0,4.0,For The First Time,Darius Rucker,2018-04-14
0LH5xRQz5D36FpIkYUFv2e,0.431,0.81,7.0,-6.051,1.0,0.0958,0.299,0.0,0.249,0.674,110.118,audio_features,205800.0,4.0,In Your Arms,Nico & Vinz,2014-11-08
0LHItNoPqjxWcbvQzw9NIv,0.513,0.979,0.0,-6.362,1.0,0.0425,0.0195,0.0951,0.0906,0.94,152.875,audio_features,295466.0,4.0,Saturday Night's Alright For Fighting,Elton John,1973-09-22
0LKWxzTYcxBAmLSXpkPl4l,0.693,0.934,10.0,-3.554,0.0,0.0923,0.418,0.00112,0.0885,0.777,110.374,audio_features,208493.0,4.0,Do You See My Love (For You Growing),Jr. Walker & The All Stars,1970-08-29
0LN5gIsS5tQSmRzQrHSaTR,0.705,0.774,5.0,-9.659,0.0,0.0298,0.236,0.513,0.0375,0.564,98.141,audio_features,339107.0,4.0,Eminence Front,The Who,1983-01-01
0LPktZB3MiZ5QGrOpzTION,0.321,0.0683,8.0,-17.413,1.0,0.0471,0.969,0.00217,0.124,0.313,174.409,audio_features,122947.0,4.0,Please Don't Stop Loving Me,Elvis Presley,1966-04-16
0LQhKGlQZrR6PRWLUFZfII,0.609,0.818,5.0,-4.62,1.0,0.0425,0.114,0.316,0.0999,0.922,78.955,audio_features,168053.0,4.0,"A Little Bit Me, A Little Bit You",The Monkees,1967-04-22
0LTqGc7UqoOEfyrBrffixC,0.671,0.573,10.0,-8.574,1.0,0.0425,0.4,9.99e-06,0.0671,0.944,94.752,audio_features,169560.0,4.0,Nobody But You Babe,Clarence Reid,1969-08-09
0LUQTuJtO01w8cshVau5mk,0.607,0.47,2.0,-13.584,1.0,0.0282,0.242,0.0,0.149,0.819,104.43,audio_features,138560.0,4.0,Yester Love,Smokey Robinson & The Miracles,1968-06-08
0LWINYMC4s8QTdDSb1B3Q3,0.499,0.783,0.0,-6.517,1.0,0.0837,0.303,0.0,0.744,0.707,91.396,audio_features,247333.0,4.0,Hanginaround,Counting Crows,1999-11-13
0LX9NtcK0BdAp83Tl5pDIJ,0.708,0.758,0.0,-5.94,1.0,0.0239,0.169,0.0,0.106,0.767,97.979,audio_features,194400.0,4.0,I Love You Came Too Late,Joey McIntyre,1999-09-11
0LXCH2FepNHonEtz61tenS,0.343,0.522,5.0,-10.082,0.0,0.0348,0.385,0.0,0.132,0.693,119.911,audio_features,191013.0,3.0,Go Now!,The Moody Blues,1965-02-27
0LatWThfKUOdIj3x6V6xKu,0.866,0.315,7.0,-17.73,1.0,0.0609,0.000926,0.0311,0.123,0.695,95.906,audio_features,217627.0,4.0,Dub Be Good To Me,Beats International,1990-04-21
0LbCRmrO23yK5ppFcTbEvx,0.715,0.765,11.0,-8.442,0.0,0.0431,0.00585,6.76e-05,0.298,0.507,113.214,audio_features,380227.0,4.0,Scientific Love,Midnight Star,1985-03-16
0LjtuCIQ9VNBnNgH1Wpe7S,0.479,0.85,11.0,-11.295,1.0,0.0405,0.0916,0.0117,0.223,0.454,142.228,audio_features,264627.0,4.0,"Hey, St. Peter",Flash And The Pan,1979-08-04
0Ll60pqkEBHqzdeclRHdnl,0.617,0.187,4.0,-18.646,0.0,0.0444,0.352,0.394,0.119,0.326,133.216,audio_features,253467.0,4.0,From The Beginning,"Emerson, Lake & Palmer",1972-09-02
0Lo5YM7ZvIcUnbvnqLMUre,0.608,0.691,0.0,-10.119,1.0,0.0331,0.305,0.629,0.067,0.921,118.942,audio_features,123240.0,4.0,Yakety Axe,Chet Atkins,1965-07-24
0LoH6lFQLNscy3RyljAewK,0.564,0.888,5.0,-6.763,1.0,0.0325,0.0109,6.68e-05,0.177,0.526,91.989,audio_features,295957.0,4.0,Let's Get Rocked,Def Leppard,1992-04-18
0LohatbcUXRauoeMlR1jnS,0.728,0.858,9.0,-3.686,1.0,0.0609,0.0403,4.26e-06,0.0241,0.591,125.054,audio_features,205640.0,4.0,Pound The Alarm,Nicki Minaj,2012-11-24
0LpmpBulMgAwtdC3YYgkql,0.701,0.565,7.0,-10.715,1.0,0.046,0.666,4.66e-06,0.356,0.913,90.403,audio_features,134707.0,4.0,Six Days On The Road,Dave Dudley,1963-08-17
0LtBwGVuZCK0fy1kyC4A16,0.79,0.49,11.0,-13.146,0.0,0.0501,0.0218,0.335,0.337,0.818,128.59,audio_features,314333.0,4.0,Cocomotion,El Coco,1977-12-03
0LuxhJENJYd7yc315s1zms,0.476,0.684,2.0,-8.251,1.0,0.0364,0.0654,9.83e-06,0.306,0.491,126.828,audio_features,184533.0,4.0,But You're Mine,Sonny & Cher,1965-11-06
0LwsGW8kZ2xQkhbYiCAYKG,0.708,0.832,5.0,-2.993,1.0,0.0325,0.559,0.000149,0.411,0.936,120.749,audio_features,162947.0,4.0,Shake Sherry,The Contours,1963-02-09
0M1YQiRGel1tTMjA3orfRd,0.609,0.778,4.0,-7.548,1.0,0.0485,0.0862,1.16e-05,0.278,0.853,122.614,audio_features,242453.0,4.0,Badlands,Bruce Springsteen,1978-09-16
0M78T1W2eL8DsLgCufoGzM,0.729,0.534,6.0,-11.564,1.0,0.0372,0.035,0.00101,0.054,0.9,143.604,audio_features,310267.0,4.0,Stop To Love,Luther Vandross,1987-03-07
0M7mWKqwTIaVjYyxfZmtTa,0.414,0.679,2.0,-5.522,1.0,0.046,0.503,4.99e-06,0.118,0.354,111.937,audio_features,195533.0,4.0,"Courtesy Of The Red, White And Blue (The Angry American)",Toby Keith,2002-08-17
0M8Bgyd1DSROXVP0y2Z9Yw,0.688,0.686,10.0,-6.931,1.0,0.162,0.394,3.25e-05,0.0991,0.824,90.992,audio_features,207293.0,4.0,"I Don't Know What It Is, But It Sure Is Funky",Ripple,1973-11-10
0M9VqYG0wVun054JIdwFO8,0.461,0.914,6.0,-2.161,0.0,0.0724,0.0198,0.0,0.025,0.724,170.012,audio_features,196467.0,4.0,La La Land,Demi Lovato,2009-01-17
0MBYW7CcBJmsY3HTP05VQg,0.439,0.276,0.0,-17.43,0.0,0.0338,0.432,0.0,0.179,0.208,115.519,audio_features,238267.0,4.0,Russians,Sting,1986-03-08
0MIaG71FhxBnneednPI8H4,0.493,0.831,11.0,-11.252,1.0,0.0354,0.00275,0.00673,0.365,0.865,167.628,audio_features,200240.0,4.0,You Better Think Twice,Poco,1970-10-10
0MKiW0aUxzwBYBOLuO6LyX,0.496,0.786,9.0,-8.731,1.0,0.0724,0.498,0.0163,0.284,0.554,111.251,audio_features,357200.0,4.0,Lucretia Mac Evil,"Blood, Sweat & Tears",1970-10-10
0MOwFENfV5Q94mUU3F4Nk5,0.67,0.698,9.0,-13.009,1.0,0.136,0.361,0.0,0.459,0.935,125.144,audio_features,130253.0,4.0,King Tut,Steve Martin And The Toot Uncommons,1978-06-03
0MPKiPO83oR1XoLWLMb7bD,0.698,0.468,4.0,-11.757,1.0,0.0257,0.462,0.00147,0.0677,0.541,112.992,audio_features,230933.0,4.0,One Night At A Time,George Strait,1997-04-12
0MRs5O62wfDgf5cQKalrPq,0.241,0.604,7.0,-3.817,1.0,0.0313,0.0672,4.98e-05,0.0541,0.417,173.134,audio_features,190600.0,4.0,Pictures Of Matchstick Men,The Status Quo,1968-09-07
0MSsPwiZj71s8grwMb6WOK,0.625,0.684,8.0,-11.439,1.0,0.043,0.0338,0.0011,0.113,0.606,110.516,audio_features,266827.0,4.0,Wait On Love,Michael Bolton,1988-06-04
0MT21PlGXvd67TNk3ski6c,0.452,0.566,5.0,-5.964,1.0,0.0292,0.175,1.24e-05,0.0888,0.407,138.154,audio_features,201000.0,4.0,Better Than I Used To Be,Tim McGraw,2012-04-21
0MUli897soECfYgzY3le4i,0.61,0.47,5.0,-11.599,1.0,0.0513,0.863,0.00121,0.236,0.809,124.564,audio_features,138266.0,4.0,Getting Mighty Crowded,Betty Everett,1964-12-05
0MVGKQzBJkVho0eSvfmxs2,0.521,0.777,2.0,-9.796,1.0,0.0453,0.271,0.126,0.329,0.727,135.491,audio_features,149827.0,4.0,Charity Ball,Fanny,1971-11-06
0MXNzVX7zTva4U569d5oOq,0.634,0.598,2.0,-10.415,1.0,0.0962,0.0997,0.00035,0.298,0.729,83.082,audio_features,260440.0,4.0,Keep Tryin',Groove Theory,1996-02-17
0MYNeFsKpzBHwrJGfWZysV,0.693,0.528,11.0,-13.094,0.0,0.0855,0.412,0.00355,0.0563,0.339,124.573,audio_features,266013.0,4.0,Locomotive Breath,Jethro Tull,1976-02-21
0MbawDKcfL98znAym9cFVj,0.446,0.442,0.0,-14.052,1.0,0.0399,0.711,0.0,0.733,0.726,128.784,audio_features,139813.0,4.0,I'll Make Him Love Me,Barbara Lewis,1967-04-29
0McquIDG7V5E6biGOsal0T,0.501,0.358,0.0,-12.983,1.0,0.0338,0.712,0.0,0.171,0.541,132.327,audio_features,178640.0,4.0,I Got Rhythm,The Happenings,1967-04-15
0McxbUT0jJ9nsStBvtv3dM,0.657,0.333,11.0,-14.956,0.0,0.0459,0.324,0.0,0.0674,0.39,135.883,audio_features,334472.0,4.0,Lick U Up,H-Town,1993-08-07
0MfEsraMRE1knGMyiNnRf4,0.374,0.174,7.0,-11.903,1.0,0.0306,0.858,0.0,0.132,0.263,79.168,audio_features,160960.0,3.0,A Texan And A Girl From Mexico,Anita Bryant,1961-02-18
0MjT9xQqJrQlNrkWKZgFbQ,0.676,0.733,0.0,-7.745,1.0,0.0294,0.191,0.0,0.192,0.591,98.234,audio_features,199040.0,3.0,I'm Alright,Jo Dee Messina,1998-03-21
0Ml8PkxnlGUrrMPpJWPBc3,0.665,0.657,5.0,-8.805,0.0,0.274,0.0823,0.0,0.176,0.786,178.033,audio_features,277440.0,4.0,It's A Party,Busta Rhymes ,1996-07-20
0MmluR9xqG0a15ecfJP2qy,0.65,0.742,3.0,-9.698,1.0,0.123,0.644,0.0,0.171,0.865,134.624,audio_features,165240.0,4.0,The Return Of The Red Baron,The Royal Guardsmen,1967-03-04
0Mn3amMRMoabaoTf1Publ4,0.606,0.763,10.0,-6.197,0.0,0.0669,0.00182,0.000159,0.116,0.309,130.018,audio_features,205746.0,4.0,Confident,Demi Lovato,2016-01-16
